,competitor_count_visit,first_competitor,second_competitor,count_of_competitor
165032,59,8,51,2
165033,49,5,44,2
165034,58,9,49,2
165035,57,4,53,2
165036,52,5,47,2
165037,59,3,56,2
165038,56,7,49,2
165039,54,5,49,2
165040,59,7,52,2
165041,53,3,50,2
165042,54,7,47,2
165043,59,11,48,2
165044,61,7,54,2
165045,58,7,51,2
165046,65,9,56,2
165047,55,6,49,2
165048,47,1,46,2
165049,47,9,38,2
165050,62,7,55,2
165051,57,7,50,2
165052,65,5,60,2
165053,51,4,47,2
165054,46,6,40,2
165055,51,6,45,2
165056,59,6,53,2
165057,53,5,48,2
165058,51,5,46,2
165059,64,4,60,2
165060,51,7,44,2
165061,49,3,46,2
165062,51,9,42,2
165063,47,6,41,2
165064,52,7,45,2
165065,52,2,50,2
165066,55,6,49,2
165067,47,5,42,2
165068,52,5,47,2
165069,58,13,45,2
165070,57,6,51,2
165071,49,8,41,2
165072,71,6,65,2
165073,49,12,37,2
165074,64,7,57,2
165075,57,4,53,2
165076,55,7,48,2
165077,53,8,45,2
165078,46,3,43,2
165079,55,5,50,2
165080,46,4,42,2
165081,53,5,48,2
165082,52,2,50,2
165083,67,8,59,2
165084,43,4,39,2
165085,45,6,39,2
165086,64,9,55,2
165087,59,7,52,2
165088,50,7,43,2
165089,52,9,43,2
165090,50,5,45,2
165091,59,6,53,2
165092,51,0,51,1
165093,59,10,49,2
165094,59,6,53,2
165095,63,5,58,2
165096,65,8,57,2
165097,60,8,52,2
165098,60,11,49,2
165099,58,5,53,2
165100,62,4,58,2
165101,68,11,57,2
165102,57,10,47,2
165103,66,5,61,2
165104,54,6,48,2
165105,60,7,53,2
165106,52,8,44,2
165107,55,4,51,2
165108,64,13,51,2
165109,44,9,35,2
165110,56,0,56,1
165111,50,5,45,2
165112,57,8,49,2
165113,48,7,41,2
165114,51,5,46,2
165115,39,1,38,2
165116,64,1,63,2
165117,46,6,40,2
165118,63,7,56,2
165119,54,7,47,2
165120,60,9,51,2
165121,41,1,40,2
165122,40,5,35,2
165123,45,6,39,2
165124,65,13,52,2
165125,34,5,29,2
165126,55,4,51,2
165127,51,4,47,2
165128,51,9,42,2
165129,48,7,41,2
165130,57,6,51,2
165131,51,7,44,2
165132,64,8,56,2
165133,60,10,50,2
165134,52,8,44,2
165135,54,4,50,2
165136,65,11,54,2
165137,49,8,41,2
165138,52,8,44,2
165139,42,3,39,2
165140,53,2,51,2
165141,60,13,47,2
165142,70,3,67,2
165143,47,6,41,2
165144,53,9,44,2
165145,60,4,56,2
165146,49,2,47,2
165147,43,7,36,2
165148,59,5,54,2
165149,56,5,51,2
165150,69,12,57,2
165151,53,9,44,2
165152,56,7,49,2
165153,55,7,48,2
165154,50,1,49,2
165155,63,5,58,2
165156,60,5,55,2
165157,44,1,43,2
165158,43,4,39,2
165159,50,4,46,2
165160,45,2,43,2
165161,46,8,38,2
165162,66,10,56,2
165163,49,6,43,2
165164,57,4,53,2
165165,47,7,40,2
165166,48,5,43,2
165167,73,10,63,2
165168,50,8,42,2
165169,55,13,42,2
165170,56,4,52,2
165171,55,4,51,2
165172,52,4,48,2
165173,54,7,47,2
165174,61,5,56,2
165175,49,7,42,2
165176,55,4,51,2
165177,55,9,46,2
165178,63,8,55,2
165179,55,7,48,2
165180,53,7,46,2
165181,48,4,44,2
165182,48,4,44,2
165183,57,4,53,2
165184,61,4,57,2
165185,58,7,51,2
165186,48,5,43,2
165187,48,5,43,2
165188,44,2,42,2
165189,59,6,53,2
165190,45,2,43,2
165191,51,3,48,2
165192,43,3,40,2
165193,65,7,58,2
165194,52,8,44,2
165195,66,4,62,2
165196,58,10,48,2
165197,71,10,61,2
165198,54,6,48,2
165199,48,2,46,2
165200,56,2,54,2
165201,54,7,47,2
165202,43,3,40,2
165203,61,4,57,2
165204,55,5,50,2
165205,55,9,46,2
165206,58,4,54,2
165207,44,5,39,2
165208,65,13,52,2
165209,47,4,43,2
165210,55,8,47,2
165211,52,8,44,2
165212,47,8,39,2
165213,55,5,50,2
165214,58,9,49,2
165215,60,5,55,2
165216,62,9,53,2
165217,63,7,56,2
165218,59,7,52,2
165219,56,6,50,2
165220,48,3,45,2
165221,67,8,59,2
165222,48,7,41,2
165223,73,9,64,2
165224,64,6,58,2
165225,52,10,42,2
165226,71,4,67,2
165227,40,5,35,2
165228,48,9,39,2
165229,51,4,47,2
165230,51,5,46,2
165231,45,6,39,2
165232,60,8,52,2
165233,59,8,51,2
165234,55,3,52,2
165235,56,6,50,2
165236,46,7,39,2
165237,52,6,46,2
165238,54,6,48,2
165239,54,7,47,2
165240,60,2,58,2
165241,57,9,48,2
165242,54,8,46,2
165243,63,7,56,2
165244,57,6,51,2
165245,52,8,44,2
165246,51,10,41,2
165247,78,8,70,2
165248,54,2,52,2
165249,54,7,47,2
165250,41,5,36,2
165251,47,2,45,2
165252,44,4,40,2
165253,55,7,48,2
165254,47,3,44,2
165255,59,13,46,2
165256,62,9,53,2
165257,44,4,40,2
165258,47,6,41,2
165259,50,4,46,2
165260,58,7,51,2
165261,52,10,42,2
165262,67,4,63,2
165263,59,8,51,2
165264,50,5,45,2
165265,52,4,48,2
165266,48,6,42,2
165267,42,6,36,2
165268,51,7,44,2
165269,52,7,45,2
165270,46,7,39,2
165271,68,7,61,2
165272,55,6,49,2
165273,54,3,51,2
165274,53,7,46,2
165275,52,5,47,2
165276,61,14,47,2
165277,52,3,49,2
165278,55,3,52,2
165279,56,10,46,2
165280,34,5,29,2
165281,64,8,56,2
165282,56,2,54,2
165283,63,2,61,2
165284,55,7,48,2
165285,62,5,57,2
165286,57,6,51,2
165287,52,5,47,2
165288,55,5,50,2
165289,50,11,39,2
165290,49,4,45,2
165291,68,8,60,2
165292,59,5,54,2
165293,48,7,41,2
165294,54,5,49,2
165295,46,8,38,2
165296,59,7,52,2
165297,63,12,51,2
165298,54,5,49,2
165299,62,7,55,2
165300,56,7,49,2
165301,48,4,44,2
165302,52,7,45,2
165303,66,6,60,2
165304,53,4,49,2
165305,59,8,51,2
165306,66,8,58,2
165307,62,10,52,2
165308,50,7,43,2
165309,57,7,50,2
165310,59,6,53,2
165311,53,12,41,2
165312,52,4,48,2
165313,71,11,60,2
165314,47,8,39,2
165315,59,10,49,2
165316,52,8,44,2
165317,54,5,49,2
165318,67,8,59,2
165319,57,7,50,2
165320,58,8,50,2
165321,55,2,53,2
165322,48,10,38,2
165323,57,9,48,2
165324,52,7,45,2
165325,51,3,48,2
165326,45,7,38,2
165327,55,7,48,2
165328,43,5,38,2
165329,56,8,48,2
165330,60,4,56,2
165331,41,4,37,2
165332,64,4,60,2
165333,63,4,59,2
165334,58,9,49,2
165335,44,9,35,2
165336,43,6,37,2
165337,55,5,50,2
165338,63,10,53,2
165339,58,7,51,2
165340,56,9,47,2
165341,60,7,53,2
165342,54,9,45,2
165343,60,5,55,2
165344,57,6,51,2
165345,58,6,52,2
165346,72,9,63,2
165347,69,9,60,2
165348,47,5,42,2
165349,53,5,48,2
165350,56,6,50,2
165351,47,2,45,2
165352,46,8,38,2
165353,58,4,54,2
165354,52,6,46,2
165355,50,9,41,2
165356,59,5,54,2
165357,72,6,66,2
165358,62,2,60,2
165359,50,7,43,2
165360,60,5,55,2
165361,54,7,47,2
165362,47,5,42,2
165363,53,5,48,2
165364,52,5,47,2
165365,47,8,39,2
165366,53,6,47,2
165367,64,7,57,2
165368,45,7,38,2
165369,77,11,66,2
165370,56,7,49,2
165371,65,6,59,2
165372,55,4,51,2
165373,68,7,61,2
165374,63,6,57,2
165375,52,9,43,2
165376,58,4,54,2
165377,66,10,56,2
165378,63,5,58,2
165379,57,4,53,2
165380,65,14,51,2
165381,57,3,54,2
165382,56,10,46,2
165383,58,7,51,2
165384,57,6,51,2
165385,56,10,46,2
165386,54,8,46,2
165387,50,6,44,2
165388,63,5,58,2
165389,59,8,51,2
165390,49,8,41,2
165391,54,7,47,2
165392,55,7,48,2
165393,59,7,52,2
165394,76,7,69,2
165395,42,4,38,2
165396,63,6,57,2
165397,45,4,41,2
165398,75,7,68,2
165399,67,9,58,2
165400,55,9,46,2
165401,45,4,41,2
165402,57,10,47,2
165403,53,7,46,2
165404,48,3,45,2
165405,52,5,47,2
165406,54,4,50,2
165407,67,8,59,2
165408,58,7,51,2
165409,63,4,59,2
165410,54,8,46,2
165411,62,2,60,2
165412,52,10,42,2
165413,48,3,45,2
165414,61,5,56,2
165415,50,6,44,2
165416,67,13,54,2
165417,65,7,58,2
165418,49,2,47,2
165419,49,8,41,2
165420,57,6,51,2
165421,46,4,42,2
165422,55,5,50,2
165423,41,8,33,2
165424,54,5,49,2
165425,54,7,47,2
165426,67,8,59,2
165427,57,10,47,2
165428,54,3,51,2
165429,53,6,47,2
165430,47,4,43,2
165431,49,6,43,2
165432,61,11,50,2
165433,38,4,34,2
165434,55,3,52,2
165435,57,9,48,2
165436,67,10,57,2
165437,47,4,43,2
165438,57,7,50,2
165439,69,9,60,2
165440,49,6,43,2
165441,55,8,47,2
165442,73,2,71,2
165443,60,12,48,2
165444,56,13,43,2
165445,66,11,55,2
165446,44,7,37,2
165447,54,12,42,2
165448,52,9,43,2
165449,58,8,50,2
165450,59,5,54,2
165451,43,7,36,2
165452,58,10,48,2
165453,59,4,55,2
165454,57,14,43,2
165455,56,7,49,2
165456,47,5,42,2
165457,50,1,49,2
165458,43,6,37,2
165459,56,10,46,2
165460,39,6,33,2
165461,49,8,41,2
165462,47,3,44,2
165463,56,6,50,2
165464,67,6,61,2
165465,49,2,47,2
165466,77,13,64,2
165467,58,14,44,2
165468,57,11,46,2
165469,69,9,60,2
165470,44,7,37,2
165471,54,5,49,2
165472,50,6,44,2
165473,57,3,54,2
165474,58,7,51,2
165475,53,6,47,2
165476,50,8,42,2
165477,60,7,53,2
165478,45,3,42,2
165479,50,2,48,2
165480,56,11,45,2
165481,69,6,63,2
165482,48,5,43,2
165483,49,8,41,2
165484,52,6,46,2
165485,53,2,51,2
165486,55,9,46,2
165487,55,10,45,2
165488,72,9,63,2
165489,55,7,48,2
165490,51,5,46,2
165491,63,6,57,2
165492,58,12,46,2
165493,58,5,53,2
165494,45,7,38,2
165495,48,5,43,2
165496,54,4,50,2
165497,43,2,41,2
165498,67,6,61,2
165499,62,10,52,2
165500,46,6,40,2
165501,57,7,50,2
165502,59,8,51,2
165503,65,9,56,2
165504,47,6,41,2
165505,51,9,42,2
165506,57,7,50,2
165507,52,9,43,2
165508,50,7,43,2
165509,52,9,43,2
165510,50,1,49,2
165511,53,6,47,2
165512,52,6,46,2
165513,50,5,45,2
165514,65,8,57,2
165515,65,7,58,2
165516,59,7,52,2
165517,53,6,47,2
165518,59,7,52,2
165519,58,8,50,2
165520,58,10,48,2
165521,58,9,49,2
165522,59,4,55,2
165523,52,5,47,2
165524,63,6,57,2
165525,47,7,40,2
165526,64,6,58,2
165527,62,5,57,2
165528,45,9,36,2
165529,39,2,37,2
165530,51,6,45,2
165531,60,5,55,2
165532,59,10,49,2
165533,42,4,38,2
165534,48,4,44,2
165535,46,11,35,2
165536,59,6,53,2
165537,52,7,45,2
165538,54,10,44,2
165539,66,9,57,2
165540,62,6,56,2
165541,58,7,51,2
165542,51,9,42,2
165543,65,6,59,2
165544,62,8,54,2
165545,47,1,46,2
165546,67,8,59,2
165547,58,7,51,2
165548,59,4,55,2
165549,60,5,55,2
165550,64,4,60,2
165551,54,6,48,2
165552,54,5,49,2
165553,61,14,47,2
165554,48,6,42,2
165555,59,10,49,2
165556,41,3,38,2
165557,58,5,53,2
165558,47,6,41,2
165559,55,5,50,2
165560,63,9,54,2
165561,47,4,43,2
165562,53,4,49,2
165563,55,8,47,2
165564,57,7,50,2
165565,61,4,57,2
165566,54,8,46,2
165567,51,6,45,2
165568,46,5,41,2
165569,53,4,49,2
165570,52,7,45,2
165571,59,3,56,2
165572,51,6,45,2
165573,62,5,57,2
165574,52,8,44,2
165575,51,6,45,2
165576,48,4,44,2
165577,41,2,39,2
165578,53,8,45,2
165579,63,5,58,2
165580,60,8,52,2
165581,61,8,53,2
165582,49,5,44,2
165583,58,11,47,2
165584,59,4,55,2
165585,57,6,51,2
165586,55,4,51,2
165587,44,5,39,2
165588,48,10,38,2
165589,54,10,44,2
165590,50,7,43,2
165591,46,8,38,2
165592,60,9,51,2
165593,56,8,48,2
165594,53,5,48,2
165595,62,7,55,2
165596,57,6,51,2
165597,52,3,49,2
165598,62,7,55,2
165599,53,6,47,2
165600,69,8,61,2
165601,69,6,63,2
165602,53,8,45,2
165603,55,5,50,2
165604,52,7,45,2
165605,65,6,59,2
165606,50,1,49,2
165607,48,5,43,2
165608,50,5,45,2
165609,62,10,52,2
165610,59,6,53,2
165611,54,9,45,2
165612,49,7,42,2
165613,50,6,44,2
165614,42,2,40,2
165615,63,6,57,2
165616,57,9,48,2
165617,53,5,48,2
165618,52,3,49,2
165619,53,6,47,2
165620,45,4,41,2
165621,50,11,39,2
165622,58,10,48,2
165623,59,11,48,2
165624,50,8,42,2
165625,62,7,55,2
165626,57,7,50,2
165627,62,7,55,2
165628,54,4,50,2
165629,52,5,47,2
165630,57,5,52,2
165631,63,8,55,2
165632,50,5,45,2
165633,53,6,47,2
165634,55,5,50,2
165635,55,8,47,2
165636,57,8,49,2
165637,54,6,48,2
165638,62,11,51,2
165639,45,2,43,2
165640,47,6,41,2
165641,47,7,40,2
165642,55,7,48,2
165643,64,4,60,2
165644,54,9,45,2
165645,50,4,46,2
165646,58,7,51,2
165647,55,2,53,2
165648,63,7,56,2
165649,50,5,45,2
165650,55,10,45,2
165651,47,7,40,2
165652,45,6,39,2
165653,65,3,62,2
165654,61,8,53,2
165655,56,8,48,2
165656,40,0,40,1
165657,69,8,61,2
165658,61,5,56,2
165659,56,6,50,2
165660,44,2,42,2
165661,48,9,39,2
165662,48,7,41,2
165663,52,11,41,2
165664,45,5,40,2
165665,45,4,41,2
165666,56,9,47,2
165667,65,8,57,2
165668,59,5,54,2
165669,60,6,54,2
165670,67,6,61,2
165671,59,5,54,2
165672,48,3,45,2
165673,50,6,44,2
165674,56,1,55,2
165675,48,10,38,2
165676,58,8,50,2
165677,53,6,47,2
165678,52,2,50,2
165679,50,4,46,2
165680,62,10,52,2
165681,59,12,47,2
165682,59,9,50,2
165683,59,5,54,2
165684,65,8,57,2
165685,64,9,55,2
165686,49,6,43,2
165687,62,3,59,2
165688,61,10,51,2
165689,56,8,48,2
165690,60,6,54,2
165691,50,6,44,2
165692,54,4,50,2
165693,50,5,45,2
165694,51,8,43,2
165695,55,5,50,2
165696,59,10,49,2
165697,66,4,62,2
165698,36,6,30,2
165699,48,4,44,2
165700,55,7,48,2
165701,50,6,44,2
165702,47,4,43,2
165703,57,5,52,2
165704,47,2,45,2
165705,57,5,52,2
165706,44,2,42,2
165707,49,2,47,2
165708,46,7,39,2
165709,57,6,51,2
165710,47,6,41,2
165711,53,8,45,2
165712,50,9,41,2
165713,49,5,44,2
165714,39,4,35,2
165715,70,9,61,2
165716,43,6,37,2
165717,47,4,43,2
165718,55,10,45,2
165719,43,4,39,2
165720,54,7,47,2
165721,56,7,49,2
165722,45,3,42,2
165723,55,5,50,2
165724,54,5,49,2
165725,52,3,49,2
165726,61,4,57,2
165727,64,9,55,2
165728,69,6,63,2
165729,49,6,43,2
165730,48,4,44,2
165731,53,6,47,2
165732,70,10,60,2
165733,47,9,38,2
165734,56,8,48,2
165735,58,10,48,2
165736,65,13,52,2
165737,45,7,38,2
165738,41,4,37,2
165739,52,4,48,2
165740,46,6,40,2
165741,63,6,57,2
165742,48,5,43,2
165743,50,8,42,2
165744,43,4,39,2
165745,45,4,41,2
165746,62,7,55,2
165747,60,8,52,2
165748,50,3,47,2
165749,65,8,57,2
165750,69,10,59,2
165751,64,9,55,2
165752,60,10,50,2
165753,55,2,53,2
165754,62,9,53,2
165755,69,13,56,2
165756,41,5,36,2
165757,46,7,39,2
165758,54,4,50,2
165759,50,4,46,2
165760,47,8,39,2
165761,61,10,51,2
165762,60,9,51,2
165763,47,5,42,2
165764,61,6,55,2
165765,45,5,40,2
165766,55,5,50,2
165767,69,8,61,2
165768,47,7,40,2
165769,53,2,51,2
165770,62,7,55,2
165771,71,6,65,2
165772,52,8,44,2
165773,48,7,41,2
165774,52,6,46,2
165775,51,3,48,2
165776,67,16,51,2
165777,55,4,51,2
165778,64,7,57,2
165779,45,5,40,2
165780,52,7,45,2
165781,62,6,56,2
165782,59,14,45,2
165783,49,5,44,2
165784,51,4,47,2
165785,49,9,40,2
165786,59,5,54,2
165787,59,2,57,2
165788,47,8,39,2
165789,52,4,48,2
165790,65,3,62,2
165791,57,4,53,2
165792,50,5,45,2
165793,69,10,59,2
165794,49,6,43,2
165795,56,10,46,2
165796,57,10,47,2
165797,48,6,42,2
165798,47,4,43,2
165799,58,5,53,2
165800,47,7,40,2
165801,55,6,49,2
165802,65,12,53,2
165803,45,6,39,2
165804,63,6,57,2
165805,47,4,43,2
165806,54,9,45,2
165807,49,5,44,2
165808,50,6,44,2
165809,51,9,42,2
165810,57,9,48,2
165811,59,4,55,2
165812,54,5,49,2
165813,35,4,31,2
165814,47,3,44,2
165815,48,4,44,2
165816,51,2,49,2
165817,55,5,50,2
165818,68,10,58,2
165819,54,9,45,2
165820,47,2,45,2
165821,56,8,48,2
165822,53,10,43,2
165823,62,8,54,2
165824,54,9,45,2
165825,49,4,45,2
165826,67,7,60,2
165827,57,4,53,2
165828,54,4,50,2
165829,49,8,41,2
165830,60,4,56,2
165831,62,11,51,2
165832,48,6,42,2
165833,48,8,40,2
165834,38,9,29,2
165835,56,3,53,2
165836,39,3,36,2
165837,46,3,43,2
165838,51,10,41,2
165839,58,2,56,2
165840,51,5,46,2
165841,63,11,52,2
165842,59,12,47,2
165843,52,9,43,2
165844,72,11,61,2
165845,53,4,49,2
165846,60,6,54,2
165847,46,3,43,2
165848,59,7,52,2
165849,52,8,44,2
165850,50,6,44,2
165851,59,6,53,2
165852,49,9,40,2
165853,69,7,62,2
165854,56,9,47,2
165855,68,8,60,2
165856,47,5,42,2
165857,39,4,35,2
165858,52,6,46,2
165859,57,11,46,2
165860,60,8,52,2
165861,69,6,63,2
165862,67,5,62,2
165863,61,7,54,2
165864,65,6,59,2
165865,53,5,48,2
165866,58,3,55,2
165867,54,2,52,2
165868,67,6,61,2
165869,61,11,50,2
165870,60,11,49,2
165871,48,6,42,2
165872,57,5,52,2
165873,63,7,56,2
165874,47,7,40,2
165875,57,6,51,2
165876,42,4,38,2
165877,45,3,42,2
165878,53,7,46,2
165879,54,4,50,2
165880,61,12,49,2
165881,57,6,51,2
165882,49,7,42,2
165883,51,10,41,2
165884,67,10,57,2
165885,57,4,53,2
165886,51,4,47,2
165887,53,6,47,2
165888,57,11,46,2
165889,56,5,51,2
165890,51,10,41,2
165891,57,5,52,2
165892,54,7,47,2
165893,56,7,49,2
165894,61,8,53,2
165895,54,3,51,2
165896,56,8,48,2
165897,47,3,44,2
165898,49,9,40,2
165899,54,6,48,2
165900,48,5,43,2
165901,61,8,53,2
165902,56,10,46,2
165903,57,7,50,2
165904,50,8,42,2
165905,48,4,44,2
165906,64,10,54,2
165907,57,5,52,2
165908,47,3,44,2
165909,42,5,37,2
165910,38,4,34,2
165911,67,11,56,2
165912,46,3,43,2
165913,51,5,46,2
165914,60,7,53,2
165915,57,9,48,2
165916,43,6,37,2
165917,61,5,56,2
165918,51,5,46,2
165919,49,6,43,2
165920,57,3,54,2
165921,48,5,43,2
165922,44,7,37,2
165923,49,5,44,2
165924,60,5,55,2
165925,53,9,44,2
165926,44,5,39,2
165927,52,6,46,2
165928,51,5,46,2
165929,55,8,47,2
165930,50,7,43,2
165931,72,7,65,2
165932,59,7,52,2
165933,62,12,50,2
165934,51,7,44,2
165935,58,5,53,2
165936,54,9,45,2
165937,62,10,52,2
165938,53,2,51,2
165939,55,2,53,2
165940,58,9,49,2
165941,59,12,47,2
165942,52,5,47,2
165943,57,5,52,2
165944,57,6,51,2
165945,58,7,51,2
165946,54,4,50,2
165947,53,10,43,2
165948,61,11,50,2
165949,62,8,54,2
165950,56,5,51,2
165951,46,5,41,2
165952,41,2,39,2
165953,58,8,50,2
165954,51,4,47,2
165955,49,7,42,2
165956,55,10,45,2
165957,64,5,59,2
165958,55,12,43,2
165959,52,5,47,2
165960,42,2,40,2
165961,53,9,44,2
165962,53,3,50,2
165963,61,7,54,2
165964,55,7,48,2
165965,49,7,42,2
165966,54,8,46,2
165967,46,7,39,2
165968,62,4,58,2
165969,59,5,54,2
165970,48,3,45,2
165971,50,6,44,2
165972,54,5,49,2
165973,67,4,63,2
165974,49,7,42,2
165975,66,8,58,2
165976,58,5,53,2
165977,64,8,56,2
165978,56,7,49,2
165979,56,4,52,2
165980,54,7,47,2
165981,62,8,54,2
165982,57,11,46,2
165983,57,7,50,2
165984,53,8,45,2
165985,57,6,51,2
165986,51,5,46,2
165987,61,5,56,2
165988,58,6,52,2
165989,39,4,35,2
165990,49,6,43,2
165991,46,7,39,2
165992,42,3,39,2
165993,54,7,47,2
165994,57,5,52,2
165995,55,6,49,2
165996,47,9,38,2
165997,51,4,47,2
165998,58,16,42,2
165999,68,9,59,2
166000,57,3,54,2
166001,47,4,43,2
166002,55,7,48,2
166003,50,3,47,2
166004,46,2,44,2
166005,73,5,68,2
166006,39,3,36,2
166007,45,6,39,2
166008,57,6,51,2
166009,45,5,40,2
166010,47,5,42,2
166011,69,9,60,2
166012,52,6,46,2
166013,53,8,45,2
166014,40,5,35,2
166015,72,7,65,2
166016,59,7,52,2
166017,69,7,62,2
166018,59,4,55,2
166019,70,18,52,2
166020,62,3,59,2
166021,51,6,45,2
166022,63,9,54,2
166023,47,5,42,2
166024,54,10,44,2
166025,67,10,57,2
166026,50,8,42,2
166027,55,7,48,2
166028,53,3,50,2
166029,42,3,39,2
166030,47,6,41,2
166031,56,8,48,2
166032,53,6,47,2
166033,48,6,42,2
166034,54,7,47,2
166035,54,10,44,2
166036,55,11,44,2
166037,55,11,44,2
166038,71,6,65,2
166039,46,8,38,2
166040,57,7,50,2
166041,52,4,48,2
166042,51,5,46,2
166043,39,5,34,2
166044,52,6,46,2
166045,55,5,50,2
166046,54,8,46,2
166047,47,9,38,2
166048,55,8,47,2
166049,45,5,40,2
166050,57,7,50,2
166051,64,6,58,2
166052,59,6,53,2
166053,59,5,54,2
166054,54,10,44,2
166055,62,12,50,2
166056,48,9,39,2
166057,50,8,42,2
166058,52,5,47,2
166059,54,6,48,2
166060,64,5,59,2
166061,53,7,46,2
166062,52,8,44,2
166063,45,3,42,2
166064,56,7,49,2
166065,44,3,41,2
166066,60,9,51,2
166067,58,8,50,2
166068,56,6,50,2
166069,50,9,41,2
166070,51,6,45,2
166071,54,6,48,2
166072,65,9,56,2
166073,53,12,41,2
166074,55,6,49,2
166075,43,4,39,2
166076,57,7,50,2
166077,54,7,47,2
166078,40,3,37,2
166079,60,7,53,2
166080,64,10,54,2
166081,53,5,48,2
166082,53,6,47,2
166083,46,9,37,2
166084,59,5,54,2
166085,64,6,58,2
166086,73,10,63,2
166087,59,11,48,2
166088,61,11,50,2
166089,43,10,33,2
166090,40,3,37,2
166091,48,3,45,2
166092,59,8,51,2
166093,49,2,47,2
166094,66,8,58,2
166095,46,5,41,2
166096,64,14,50,2
166097,55,5,50,2
166098,45,5,40,2
166099,56,7,49,2
166100,56,9,47,2
166101,54,5,49,2
166102,61,8,53,2
166103,61,7,54,2
166104,51,3,48,2
166105,57,10,47,2
166106,47,7,40,2
166107,50,7,43,2
166108,55,2,53,2
166109,49,4,45,2
166110,45,8,37,2
166111,55,7,48,2
166112,49,8,41,2
166113,55,11,44,2
166114,54,4,50,2
166115,51,4,47,2
166116,48,1,47,2
166117,53,6,47,2
166118,48,3,45,2
166119,55,5,50,2
166120,51,6,45,2
166121,47,10,37,2
166122,52,6,46,2
166123,55,3,52,2
166124,63,8,55,2
166125,64,5,59,2
166126,57,5,52,2
166127,48,3,45,2
166128,55,10,45,2
166129,42,4,38,2
166130,60,10,50,2
166131,59,7,52,2
166132,59,6,53,2
166133,55,9,46,2
166134,50,6,44,2
166135,56,7,49,2
166136,52,2,50,2
166137,45,7,38,2
166138,51,7,44,2
166139,39,5,34,2
166140,58,4,54,2
166141,55,4,51,2
166142,49,5,44,2
166143,50,6,44,2
166144,54,9,45,2
166145,53,7,46,2
166146,63,8,55,2
166147,61,9,52,2
166148,65,10,55,2
166149,60,4,56,2
166150,55,5,50,2
166151,61,8,53,2
166152,64,8,56,2
166153,49,8,41,2
166154,55,4,51,2
166155,75,8,67,2
166156,51,5,46,2
166157,47,6,41,2
166158,61,2,59,2
166159,64,10,54,2
166160,56,6,50,2
166161,50,5,45,2
166162,55,6,49,2
166163,48,7,41,2
166164,70,8,62,2
166165,58,3,55,2
166166,61,7,54,2
166167,63,7,56,2
166168,55,10,45,2
166169,65,10,55,2
166170,52,5,47,2
166171,49,7,42,2
166172,46,8,38,2
166173,35,3,32,2
166174,53,9,44,2
166175,54,5,49,2
166176,60,7,53,2
166177,56,5,51,2
166178,52,2,50,2
166179,48,9,39,2
166180,61,4,57,2
166181,60,5,55,2
166182,60,6,54,2
166183,46,3,43,2
166184,45,9,36,2
166185,51,2,49,2
166186,53,5,48,2
166187,65,8,57,2
166188,54,9,45,2
166189,54,7,47,2
166190,62,5,57,2
166191,55,6,49,2
166192,44,5,39,2
166193,43,7,36,2
166194,65,9,56,2
166195,56,4,52,2
166196,54,6,48,2
166197,48,5,43,2
166198,52,3,49,2
166199,54,8,46,2
166200,60,8,52,2
166201,52,9,43,2
166202,61,10,51,2
166203,66,5,61,2
166204,58,6,52,2
166205,54,4,50,2
166206,77,8,69,2
166207,64,8,56,2
166208,52,4,48,2
166209,62,9,53,2
166210,54,5,49,2
166211,44,6,38,2
166212,73,15,58,2
166213,61,4,57,2
166214,65,8,57,2
166215,57,6,51,2
166216,66,11,55,2
166217,66,11,55,2
166218,52,6,46,2
166219,53,5,48,2
166220,56,6,50,2
166221,62,7,55,2
166222,52,2,50,2
166223,60,4,56,2
166224,54,8,46,2
166225,48,4,44,2
166226,59,2,57,2
166227,51,4,47,2
166228,58,8,50,2
166229,50,4,46,2
166230,56,6,50,2
166231,49,4,45,2
166232,53,7,46,2
166233,64,8,56,2
166234,49,8,41,2
166235,52,6,46,2
166236,52,9,43,2
166237,65,7,58,2
166238,67,6,61,2
166239,42,8,34,2
166240,46,7,39,2
166241,47,5,42,2
166242,49,8,41,2
166243,48,10,38,2
166244,51,8,43,2
166245,48,5,43,2
166246,63,8,55,2
166247,64,8,56,2
166248,52,4,48,2
166249,49,8,41,2
166250,51,7,44,2
166251,49,2,47,2
166252,58,8,50,2
166253,53,8,45,2
166254,58,7,51,2
166255,68,12,56,2
166256,59,7,52,2
166257,54,7,47,2
166258,45,3,42,2
166259,49,4,45,2
166260,54,8,46,2
166261,49,6,43,2
166262,50,7,43,2
166263,62,9,53,2
166264,61,7,54,2
166265,57,8,49,2
166266,67,6,61,2
166267,54,4,50,2
166268,50,6,44,2
166269,59,7,52,2
166270,44,6,38,2
166271,61,6,55,2
166272,53,8,45,2
166273,54,6,48,2
166274,48,6,42,2
166275,55,3,52,2
166276,54,11,43,2
166277,54,7,47,2
166278,54,8,46,2
166279,60,4,56,2
166280,58,7,51,2
166281,55,8,47,2
166282,56,6,50,2
166283,52,7,45,2
166284,56,8,48,2
166285,44,5,39,2
166286,54,5,49,2
166287,57,1,56,2
166288,65,12,53,2
166289,55,1,54,2
166290,62,7,55,2
166291,52,5,47,2
166292,57,9,48,2
166293,46,6,40,2
166294,58,10,48,2
166295,53,11,42,2
166296,64,5,59,2
166297,65,8,57,2
166298,58,7,51,2
166299,58,7,51,2
166300,46,3,43,2
166301,57,8,49,2
