,is_weekend,count_supports,count_all_days,supports_per_day,supports_per_week,count_of_month,count_of_week,max_subsequence,max_subsequence_week,count_of_bad_trigger_calls,count_of_good_calls
54335,0.0,1,1,1.0,1.0,1,1,1,1,0,1
54338,0.1935483870967742,31,13,2.3846153846153846,3.875,2,8,6,7,2,0
13380,0.0,3,3,1.0,1.0,2,3,1,1,0,0
28711,0.25,4,4,1.0,1.0,2,4,1,1,0,0
54340,0.0,2,1,2.0,2.0,1,1,2,2,0,0
46151,0.0,1,1,1.0,1.0,1,1,1,1,0,0
54343,0.0,1,1,1.0,1.0,1,1,1,1,0,0
54349,0.0,2,1,2.0,2.0,1,1,2,2,0,0
13390,0.3,10,10,1.0,1.6666666666666667,2,6,1,3,0,0
37967,0.5,2,2,1.0,1.0,1,2,1,1,0,0
54353,0.3157894736842105,19,13,1.4615384615384615,2.375,2,8,3,4,0,0
29779,0.6666666666666666,3,2,1.5,1.5,2,2,2,2,0,0
29780,1.0,1,1,1.0,1.0,1,1,1,1,0,0
54355,0.25,4,4,1.0,1.0,2,4,1,1,0,4
46166,1.0,4,1,4.0,4.0,1,1,4,4,2,0
111704,0.44,25,11,2.272727272727273,3.5714285714285716,2,7,5,7,6,1
54360,0.46153846153846156,13,7,1.8571428571428572,2.1666666666666665,2,6,2,4,0,0
54362,0.0,2,2,1.0,1.0,2,2,1,1,1,0
13402,1.0,1,1,1.0,1.0,1,1,1,1,0,0
37980,1.0,1,1,1.0,1.0,1,1,1,1,0,0
13410,0.8571428571428571,14,5,2.8,2.8,2,5,5,5,10,0
46178,0.0,2,1,2.0,2.0,1,1,2,2,0,0
37988,0.3333333333333333,3,2,1.5,1.5,1,2,2,2,1,0
54370,0.29411764705882354,17,9,1.8888888888888888,2.8333333333333335,2,6,4,6,0,1
54376,0.25,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
54377,1.0,1,1,1.0,1.0,1,1,1,1,0,0
62570,0.0,2,1,2.0,2.0,1,1,2,2,1,0
29803,0.16666666666666666,6,4,1.5,1.5,2,4,2,2,0,0
37995,0.0,3,2,1.5,1.5,2,2,2,2,0,0
13420,0.0,2,2,1.0,1.0,2,2,1,1,0,0
46186,0.0,1,1,1.0,1.0,1,1,1,1,0,0
38001,0.0,4,1,4.0,4.0,1,1,4,4,0,0
38005,0.0,5,1,5.0,5.0,1,1,5,5,0,2
13430,0.4,10,4,2.5,3.3333333333333335,2,3,4,5,2,0
54391,0.2608695652173913,23,15,1.5333333333333334,2.875,2,8,4,6,4,0
13433,0.0,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,4
13435,0.14285714285714285,7,6,1.1666666666666667,1.75,2,4,2,3,0,0
29819,0.0,6,2,3.0,3.0,2,2,4,4,0,1
29822,0.25,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
13439,0.0,2,1,2.0,1.0,2,2,2,1,0,0
45005,0.6,5,5,1.0,1.0,2,5,1,1,0,0
13441,0.0,2,1,2.0,2.0,1,1,2,2,0,0
12441,0.0,3,1,3.0,3.0,1,1,3,3,0,0
46208,0.5,8,6,1.3333333333333333,1.6,2,5,2,3,0,1
46206,0.0,8,4,2.0,2.0,2,4,3,3,0,3
210053,0.16666666666666666,18,7,2.5714285714285716,6.0,1,3,5,8,15,0
70790,0.0,3,3,1.0,1.5,2,2,1,2,1,0
13447,0.3333333333333333,3,3,1.0,1.5,2,2,1,2,0,0
54405,0.0,4,4,1.0,1.0,2,4,1,1,0,0
28725,0.0,1,1,1.0,1.0,1,1,1,1,0,0
95374,0.2222222222222222,9,2,4.5,4.5,2,2,7,7,2,0
46223,0.25,12,8,1.5,2.0,2,6,2,3,0,0
29843,0.0,1,1,1.0,1.0,1,1,1,1,0,0
46231,0.0,1,1,1.0,1.0,1,1,1,1,0,0
29848,1.0,1,1,1.0,1.0,1,1,1,1,0,0
46240,0.0,2,2,1.0,1.0,1,2,1,1,1,0
53153,0.4,5,4,1.25,1.25,2,4,2,2,0,0
46244,0.2,10,5,2.0,3.3333333333333335,2,3,3,7,6,0
13479,0.0,4,1,4.0,4.0,1,1,4,4,1,0
13482,0.0,2,1,2.0,2.0,1,1,2,2,1,0
53155,0.13636363636363635,22,12,1.8333333333333333,4.4,2,5,6,10,0,16
13490,0.0,5,4,1.25,1.6666666666666667,2,3,2,2,1,0
46259,0.0,4,4,1.0,1.3333333333333333,2,3,1,2,3,0
136371,0.0,1,1,1.0,1.0,1,1,1,1,0,0
29878,0.3333333333333333,3,2,1.5,3.0,1,1,2,3,0,3
53157,0.0,13,11,1.1818181818181819,1.625,2,8,2,2,0,6
29882,1.0,5,1,5.0,5.0,1,1,5,5,0,0
95420,0.0,1,1,1.0,1.0,1,1,1,1,0,0
29886,0.2,5,5,1.0,1.25,2,4,1,2,0,0
46274,0.5,6,5,1.2,1.5,2,4,2,2,3,0
13507,0.5,2,2,1.0,1.0,2,2,1,1,0,0
29892,1.0,2,1,2.0,2.0,1,1,2,2,0,0
13509,0.0,5,2,2.5,2.5,2,2,4,4,0,0
185542,0.0,3,2,1.5,3.0,1,1,2,3,2,0
29894,0.0,1,1,1.0,1.0,1,1,1,1,0,0
13512,0.0,1,1,1.0,1.0,1,1,1,1,0,0
46278,0.16666666666666666,6,5,1.2,1.2,2,5,2,2,0,0
13514,0.0,2,1,2.0,2.0,1,1,2,2,0,0
128206,0.25,8,5,1.6,2.6666666666666665,2,3,2,3,2,0
29903,0.3,10,5,2.0,5.0,2,2,5,8,7,0
13518,0.375,16,10,1.6,2.2857142857142856,2,7,4,4,0,5
29905,0.0,1,1,1.0,1.0,1,1,1,1,0,0
13524,0.2857142857142857,7,2,3.5,3.5,1,2,5,5,1,0
13525,0.0,4,2,2.0,4.0,1,1,3,4,1,0
13529,0.0,1,1,1.0,1.0,1,1,1,1,0,0
152793,0.0,1,1,1.0,1.0,1,1,1,1,0,0
13532,0.0,3,1,3.0,3.0,1,1,3,3,0,0
29921,0.0,2,1,2.0,2.0,1,1,2,2,0,0
29923,1.0,1,1,1.0,1.0,1,1,1,1,1,0
13541,0.0,2,2,1.0,1.0,1,2,1,1,1,0
13548,0.5,2,2,1.0,1.0,2,2,1,1,0,0
111856,1.0,5,1,5.0,5.0,1,1,5,5,3,0
46321,0.0,4,1,4.0,4.0,1,1,4,4,2,0
46330,0.5,12,8,1.5,1.7142857142857142,2,7,3,3,0,6
46333,0.0,4,1,4.0,4.0,1,1,4,4,0,0
46334,0.0,1,1,1.0,1.0,1,1,1,1,0,0
161029,0.0,7,2,3.5,7.0,1,1,6,7,3,0
13577,0.0,3,2,1.5,1.5,1,2,2,2,2,0
46353,0.0,3,2,1.5,3.0,1,1,2,3,0,0
46354,0.4,20,11,1.8181818181818181,3.3333333333333335,2,6,3,7,0,0
46356,0.25,4,3,1.3333333333333333,1.0,2,4,2,1,0,0
13591,0.9333333333333333,15,4,3.75,3.75,2,4,7,7,3,0
13596,0.0,1,1,1.0,1.0,1,1,1,1,0,0
46365,1.0,1,1,1.0,1.0,1,1,1,1,1,0
46366,0.0,12,6,2.0,3.0,2,4,6,6,7,0
38174,0.0,1,1,1.0,1.0,1,1,1,1,0,0
13604,0.5,2,2,1.0,1.0,2,2,1,1,0,0
29991,0.0,3,2,1.5,3.0,1,1,2,3,0,0
29992,1.0,2,1,2.0,2.0,1,1,2,2,0,2
13610,0.0,7,3,2.3333333333333335,2.3333333333333335,2,3,5,4,2,0
46380,1.0,1,1,1.0,1.0,1,1,1,1,1,0
152877,0.0,1,1,1.0,1.0,1,1,1,1,1,0
46382,0.0,1,1,1.0,1.0,1,1,1,1,0,0
202034,0.2857142857142857,14,3,4.666666666666667,7.0,1,2,5,9,12,0
46390,0.3333333333333333,3,2,1.5,1.5,1,2,2,2,0,0
46394,0.2857142857142857,7,7,1.0,1.1666666666666667,2,6,1,2,0,0
103742,0.3333333333333333,6,2,3.0,6.0,1,1,4,6,3,0
46398,0.0,3,3,1.0,1.0,2,3,1,1,0,0
13641,0.0,3,2,1.5,1.5,1,2,2,2,0,3
13643,0.4,5,5,1.0,1.25,2,4,1,2,0,0
30029,0.25,20,12,1.6666666666666667,2.5,2,8,4,4,0,14
95567,0.5,2,2,1.0,1.0,1,2,1,1,0,0
30034,0.0,1,1,1.0,1.0,1,1,1,1,1,0
46418,0.3333333333333333,3,3,1.0,1.0,2,3,1,1,0,0
13653,0.0,9,5,1.8,1.5,2,6,2,2,0,1
95575,1.0,2,1,2.0,2.0,1,1,2,2,1,0
103767,0.6666666666666666,6,4,1.5,2.0,2,3,2,3,3,0
46428,0.0,2,1,2.0,1.0,2,2,2,1,0,0
46429,1.0,6,2,3.0,3.0,1,2,4,4,5,0
13661,0.5,4,2,2.0,2.0,2,2,2,2,0,0
46436,0.2,10,5,2.0,2.0,2,5,2,2,1,0
71013,0.0,1,1,1.0,1.0,1,1,1,1,0,0
46447,0.0,3,3,1.0,1.0,2,3,1,1,0,0
267636,0.125,8,3,2.6666666666666665,4.0,1,2,6,7,3,0
30069,1.0,1,1,1.0,1.0,1,1,1,1,0,0
30070,1.0,8,1,8.0,8.0,1,1,8,8,1,0
46454,1.0,6,1,6.0,3.0,2,2,6,4,0,0
46459,1.0,2,2,1.0,1.0,2,2,1,1,2,0
46460,0.0,1,1,1.0,1.0,1,1,1,1,1,0
46464,0.0,3,1,3.0,3.0,1,1,3,3,3,0
46465,0.2,5,5,1.0,1.0,2,5,1,1,0,0
30082,0.18181818181818182,11,8,1.375,1.8333333333333333,2,6,3,4,2,4
79236,0.0,3,2,1.5,1.5,2,2,2,2,0,0
46471,0.3333333333333333,3,2,1.5,1.5,1,2,2,2,0,0
46479,0.28,25,11,2.272727272727273,3.5714285714285716,2,7,5,5,0,19
46481,0.0,1,1,1.0,1.0,1,1,1,1,1,0
13714,0.0,6,1,6.0,6.0,1,1,6,6,1,0
136595,0.2857142857142857,7,7,1.0,1.75,1,4,1,2,0,0
13725,0.0,4,2,2.0,2.0,2,2,3,3,1,0
13737,1.0,1,1,1.0,1.0,1,1,1,1,0,0
13743,0.0,4,1,4.0,2.0,2,2,4,3,0,0
30127,1.0,5,3,1.6666666666666667,2.5,1,2,3,4,2,0
267697,1.0,4,2,2.0,2.0,1,2,3,3,0,0
46511,0.0,2,1,2.0,2.0,1,1,2,2,0,0
46515,0.0,1,1,1.0,1.0,1,1,1,1,0,0
13751,0.0,1,1,1.0,1.0,1,1,1,1,1,0
30136,0.0,4,2,2.0,2.0,2,2,2,2,1,0
13753,0.8,5,3,1.6666666666666667,2.5,1,2,2,4,4,0
30139,0.0,1,1,1.0,1.0,1,1,1,1,0,0
13760,0.0,2,1,2.0,1.0,2,2,2,1,0,0
53210,0.13333333333333333,15,10,1.5,1.875,2,8,3,4,0,0
30151,0.25,4,3,1.3333333333333333,2.0,1,2,2,3,2,0
144840,0.0,4,3,1.3333333333333333,2.0,1,2,2,2,2,0
30152,0.25,8,5,1.6,1.6,2,5,4,3,0,0
13775,0.0,1,1,1.0,1.0,1,1,1,1,0,0
46543,0.125,8,5,1.6,1.6,2,5,4,4,0,0
46545,0.2857142857142857,7,6,1.1666666666666667,1.75,2,4,2,3,0,0
128466,0.0,15,3,5.0,7.5,1,2,11,12,6,0
30163,0.125,8,5,1.6,2.0,2,4,3,3,1,0
13777,0.42857142857142855,7,5,1.4,2.3333333333333335,1,3,2,4,0,3
30167,0.0,1,1,1.0,1.0,1,1,1,1,0,0
112087,0.16666666666666666,6,5,1.2,1.5,2,4,2,3,0,0
30169,0.0,3,1,3.0,3.0,1,1,3,3,3,0
46551,0.0,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
46553,0.0,6,3,2.0,1.5,2,4,2,2,0,1
13791,0.4,5,4,1.25,1.0,2,5,2,1,0,0
46560,1.0,3,1,3.0,3.0,1,1,3,3,0,0
28793,0.0,3,1,3.0,1.5,2,2,3,2,0,0
46562,0.42857142857142855,14,7,2.0,2.3333333333333335,2,6,4,4,0,0
13798,0.0,2,1,2.0,2.0,1,1,2,2,0,0
30183,0.0,2,1,2.0,2.0,1,1,2,2,0,0
30184,0.3,10,2,5.0,10.0,1,1,7,10,3,0
45077,1.0,1,1,1.0,1.0,1,1,1,1,0,0
38379,0.2,5,3,1.6666666666666667,1.6666666666666667,2,3,2,2,0,2
30189,1.0,2,1,2.0,2.0,1,1,2,2,0,0
71152,0.0,7,1,7.0,7.0,1,1,7,7,0,0
46580,0.3333333333333333,3,2,1.5,1.5,2,2,2,2,3,0
153077,0.0,6,5,1.2,1.5,2,4,2,2,1,0
30197,0.11764705882352941,17,5,3.4,4.25,1,4,9,11,14,0
30196,0.0,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,1,1
38388,0.0,7,2,3.5,3.5,2,2,5,5,0,2
13812,0.5,2,2,1.0,1.0,1,2,1,1,0,0
30203,1.0,4,2,2.0,2.0,1,2,3,3,2,0
46588,0.0,1,1,1.0,1.0,1,1,1,1,0,0
13821,0.0,3,1,3.0,3.0,1,1,3,3,2,0
46593,0.0,2,1,2.0,2.0,1,1,2,2,1,0
38402,0.0,1,1,1.0,1.0,1,1,1,1,0,0
13832,1.0,4,2,2.0,2.0,1,2,3,3,2,0
30216,0.0,4,2,2.0,2.0,2,2,2,2,0,0
128523,0.0,1,1,1.0,1.0,1,1,1,1,0,0
30236,0.0,6,3,2.0,3.0,1,2,3,5,2,0
46621,0.7142857142857143,7,4,1.75,1.75,2,4,2,2,2,0
46622,0.0,13,2,6.5,6.5,1,2,9,9,6,0
28805,0.0,3,1,3.0,1.5,2,2,3,2,0,0
13856,1.0,1,1,1.0,1.0,1,1,1,1,0,0
30239,0.20588235294117646,34,18,1.8888888888888888,3.7777777777777777,2,9,6,9,0,1
46626,0.0,6,6,1.0,1.2,2,5,1,2,0,0
30249,0.0,10,4,2.5,3.3333333333333335,2,3,4,5,1,0
46634,0.25,4,2,2.0,4.0,1,1,3,4,0,0
13869,0.0,4,3,1.3333333333333333,2.0,2,2,2,3,0,0
46651,0.0,6,4,1.5,2.0,2,3,3,4,2,0
30269,0.2857142857142857,7,7,1.0,2.3333333333333335,2,3,1,3,0,0
38469,0.42857142857142855,14,7,2.0,2.8,2,5,5,8,5,4
13896,1.0,2,2,1.0,1.0,1,2,1,1,0,2
128585,0.0,1,1,1.0,1.0,1,1,1,1,0,0
46666,0.0,1,1,1.0,1.0,1,1,1,1,0,0
267851,0.08695652173913043,23,10,2.3,3.2857142857142856,2,7,4,4,0,0
46668,0.09090909090909091,11,4,2.75,3.6666666666666665,2,3,8,9,3,0
38476,0.0,6,2,3.0,3.0,2,2,3,3,2,0
46669,0.0,6,3,2.0,2.0,2,3,3,3,0,2
13903,0.0,5,2,2.5,2.5,2,2,4,3,0,0
38475,0.42857142857142855,7,3,2.3333333333333335,2.3333333333333335,1,3,3,3,0,0
30290,1.0,6,2,3.0,6.0,1,1,5,6,2,0
13912,0.3125,16,11,1.4545454545454546,2.0,2,8,3,3,0,0
13913,0.14285714285714285,7,3,2.3333333333333335,3.5,1,2,4,4,2,0
13914,0.0,3,1,3.0,3.0,1,1,3,3,0,0
30301,0.2222222222222222,9,3,3.0,3.0,2,3,4,4,4,0
30302,1.0,2,1,2.0,2.0,1,1,2,2,1,0
30303,0.0,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
13922,0.0,4,2,2.0,2.0,2,2,3,3,1,0
136803,0.0,2,2,1.0,1.0,1,2,1,1,1,0
38499,0.2,5,4,1.25,1.25,2,4,2,2,0,0
30309,0.0,1,1,1.0,1.0,1,1,1,1,0,0
30310,0.0,5,2,2.5,1.6666666666666667,2,3,4,2,0,0
30307,0.0,6,1,6.0,3.0,2,2,6,3,0,0
46698,0.0625,16,8,2.0,4.0,2,4,3,9,4,3
79467,1.0,1,1,1.0,1.0,1,1,1,1,0,0
30314,0.75,4,2,2.0,1.3333333333333333,2,3,3,2,0,0
53245,0.5,2,2,1.0,1.0,2,2,1,1,0,0
46707,0.0,1,1,1.0,1.0,1,1,1,1,0,0
30328,0.0,1,1,1.0,1.0,1,1,1,1,1,0
46716,0.4,5,2,2.5,2.5,2,2,3,3,0,0
13949,0.0,2,1,2.0,2.0,1,1,2,2,0,0
30334,0.8,5,3,1.6666666666666667,1.6666666666666667,2,3,3,3,2,0
53248,1.0,3,1,3.0,3.0,1,1,3,3,0,0
38532,0.0,4,1,4.0,4.0,1,1,4,4,1,0
30342,0.0,3,1,3.0,3.0,1,1,3,3,0,0
30344,0.0,1,1,1.0,1.0,1,1,1,1,0,0
46731,0.14285714285714285,7,3,2.3333333333333335,3.5,1,2,3,6,1,1
30355,0.0,1,1,1.0,1.0,1,1,1,1,0,0
38548,0.0,3,1,3.0,3.0,1,1,3,3,3,0
46746,0.0,2,2,1.0,1.0,1,2,1,1,0,2
46752,0.0,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
30370,1.0,1,1,1.0,1.0,1,1,1,1,1,0
46755,0.6666666666666666,3,3,1.0,1.5,1,2,1,2,0,0
30375,0.0,2,2,1.0,2.0,1,1,1,2,0,0
30381,0.0,2,2,1.0,1.0,1,2,1,1,0,0
46767,0.0,1,1,1.0,1.0,1,1,1,1,0,0
112304,0.0,2,1,2.0,2.0,1,1,2,2,1,0
46768,0.2,5,5,1.0,1.25,2,4,1,2,0,0
28834,1.0,1,1,1.0,1.0,1,1,1,1,0,0
128694,0.0,3,2,1.5,1.5,2,2,2,2,2,0
45118,0.3333333333333333,9,9,1.0,1.2857142857142858,2,7,1,3,0,0
30394,0.0,4,3,1.3333333333333333,2.0,2,2,2,2,3,0
46778,1.0,1,1,1.0,1.0,1,1,1,1,1,0
30397,0.0,1,1,1.0,1.0,1,1,1,1,0,0
46793,0.2857142857142857,7,3,2.3333333333333335,3.5,1,2,4,4,3,0
46802,0.0,2,1,2.0,2.0,1,1,2,2,0,0
38610,0.0,1,1,1.0,1.0,1,1,1,1,0,0
30423,0.0,3,1,3.0,1.5,2,2,3,2,0,0
14040,0.25,12,3,4.0,4.0,2,3,6,7,4,0
38618,0.0,5,3,1.6666666666666667,1.6666666666666667,1,3,3,3,2,0
30430,1.0,5,1,5.0,2.5,2,2,5,3,2,0
38624,0.3333333333333333,3,3,1.0,1.0,2,3,1,1,0,0
14048,0.0,7,3,2.3333333333333335,2.3333333333333335,2,3,5,5,0,0
268002,1.0,24,2,12.0,8.0,2,3,18,18,11,0
14053,0.75,4,2,2.0,2.0,1,2,3,3,0,0
53269,0.0,1,1,1.0,1.0,1,1,1,1,0,0
14068,0.0,3,1,3.0,3.0,1,1,3,3,0,0
14070,0.0,1,1,1.0,1.0,1,1,1,1,1,0
14072,0.25,4,4,1.0,1.3333333333333333,2,3,1,2,4,0
14074,0.0,5,3,1.6666666666666667,2.5,2,2,2,3,2,0
30460,0.0,2,1,2.0,2.0,1,1,2,2,0,0
14085,1.0,1,1,1.0,1.0,1,1,1,1,0,0
14088,0.0,8,1,8.0,4.0,2,2,8,5,0,0
46857,0.1,10,5,2.0,5.0,1,2,4,8,6,0
14097,1.0,3,1,3.0,3.0,1,1,3,3,0,0
53278,0.3076923076923077,13,9,1.4444444444444444,2.1666666666666665,2,6,3,4,0,0
46876,0.0,1,1,1.0,1.0,1,1,1,1,0,0
30493,1.0,1,1,1.0,1.0,1,1,1,1,0,0
46880,0.0,3,1,3.0,3.0,1,1,3,3,1,0
268066,0.0,1,1,1.0,1.0,1,1,1,1,0,0
46882,0.2857142857142857,14,12,1.1666666666666667,2.0,2,7,2,3,0,0
30500,0.0,5,3,1.6666666666666667,1.6666666666666667,2,3,2,2,0,0
46893,0.0,2,1,2.0,2.0,1,1,2,2,2,0
53283,0.5,4,3,1.3333333333333333,2.0,1,2,2,3,0,0
14131,0.0,1,1,1.0,1.0,1,1,1,1,0,0
46906,0.4,10,7,1.4285714285714286,1.6666666666666667,2,6,3,3,0,5
46907,0.36363636363636365,11,9,1.2222222222222223,2.2,2,5,2,4,2,5
46914,0.14285714285714285,7,3,2.3333333333333335,2.3333333333333335,2,3,5,5,0,0
14147,0.3333333333333333,6,3,2.0,2.0,2,3,2,2,3,0
30532,0.20833333333333334,24,11,2.1818181818181817,4.0,2,6,5,9,5,0
30531,0.4,20,14,1.4285714285714286,2.857142857142857,2,7,3,5,0,12
14146,0.5,2,2,1.0,1.0,2,2,1,1,0,0
46919,0.0,2,1,2.0,2.0,1,1,2,2,0,0
38730,0.0,6,4,1.5,2.0,2,3,3,4,3,0
38731,0.0,2,1,2.0,2.0,1,1,2,2,1,0
30545,0.18181818181818182,11,5,2.2,1.8333333333333333,2,6,4,3,0,0
45150,0.16666666666666666,6,5,1.2,2.0,1,3,2,3,0,3
30555,0.0,8,1,8.0,4.0,2,2,8,6,2,0
30557,1.0,1,1,1.0,1.0,1,1,1,1,0,0
14174,0.75,4,3,1.3333333333333333,2.0,1,2,2,3,0,0
46943,1.0,2,1,2.0,2.0,1,1,2,2,0,0
14179,0.3333333333333333,3,3,1.0,1.5,2,2,1,2,2,0
210788,0.3333333333333333,3,2,1.5,1.5,1,2,2,2,0,0
38757,0.6666666666666666,6,3,2.0,2.0,2,3,4,4,2,0
14180,0.5,6,4,1.5,1.5,2,4,2,2,0,0
14193,0.0,1,1,1.0,1.0,1,1,1,1,0,0
14195,0.0,1,1,1.0,1.0,1,1,1,1,0,0
38774,1.0,1,1,1.0,1.0,1,1,1,1,0,0
46967,0.2,10,7,1.4285714285714286,1.6666666666666667,2,6,2,3,0,6
46980,0.0,1,1,1.0,1.0,1,1,1,1,1,0
30598,0.0,2,2,1.0,1.0,2,2,1,1,0,0
46985,0.0,3,1,3.0,3.0,1,1,3,3,0,0
14221,0.0,1,1,1.0,1.0,1,1,1,1,0,0
30609,0.0,3,2,1.5,3.0,1,1,2,3,2,0
30613,0.3142857142857143,35,21,1.6666666666666667,3.888888888888889,2,9,3,6,1,9
14236,0.0,7,2,3.5,3.5,2,2,6,4,0,0
47007,0.17647058823529413,17,10,1.7,3.4,2,5,2,5,0,0
161698,0.75,4,2,2.0,2.0,1,2,3,3,2,0
47016,0.3,10,6,1.6666666666666667,2.0,2,5,4,4,1,0
47021,0.25,4,3,1.3333333333333333,1.3333333333333333,1,3,2,2,0,0
14256,0.0,5,3,1.6666666666666667,2.5,2,2,2,3,2,0
47025,0.0,1,1,1.0,1.0,1,1,1,1,0,0
53309,0.0,7,5,1.4,1.75,2,4,3,3,0,0
47028,0.0,1,1,1.0,1.0,1,1,1,1,0,0
30645,0.0,1,1,1.0,1.0,1,1,1,1,0,0
47029,0.4,5,3,1.6666666666666667,1.6666666666666667,2,3,2,2,0,0
47032,1.0,2,1,2.0,2.0,1,1,2,2,0,0
38846,0.0,3,2,1.5,1.5,2,2,2,2,1,0
47044,0.0,8,5,1.6,2.6666666666666665,1,3,3,5,4,0
30663,0.0,7,4,1.75,2.3333333333333335,2,3,2,4,0,0
14280,0.16666666666666666,6,5,1.2,1.5,2,4,2,3,0,0
30666,0.6,5,2,2.5,2.5,1,2,3,3,3,0
14282,0.5,4,4,1.0,2.0,2,2,1,2,0,0
30669,0.0,2,1,2.0,1.0,2,2,2,1,0,0
30672,0.0,1,1,1.0,1.0,1,1,1,1,0,0
47058,0.0,1,1,1.0,1.0,1,1,1,1,0,0
38872,0.0,1,1,1.0,1.0,1,1,1,1,1,0
47065,0.1,10,5,2.0,2.5,2,4,3,4,0,4
47067,0.0,5,3,1.6666666666666667,2.5,2,2,2,4,0,1
47071,0.3333333333333333,6,6,1.0,1.2,2,5,1,2,0,0
14306,0.0,9,1,9.0,9.0,1,1,9,9,1,0
47080,0.6666666666666666,3,2,1.5,1.5,2,2,2,2,3,0
30697,1.0,2,1,2.0,1.0,2,2,2,1,0,0
47084,0.0,1,1,1.0,1.0,1,1,1,1,0,0
14321,0.5,2,2,1.0,1.0,2,2,1,1,2,0
38899,0.0,2,1,2.0,2.0,1,1,2,2,0,0
38900,0.75,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
47093,0.2222222222222222,9,6,1.5,1.8,2,5,3,3,0,0
30712,0.06666666666666667,15,8,1.875,3.75,2,4,7,11,3,0
47097,1.0,4,1,4.0,2.0,2,2,4,2,0,0
30716,0.07142857142857142,14,11,1.2727272727272727,2.3333333333333335,2,6,3,4,0,0
47102,0.125,8,5,1.6,1.6,2,5,3,3,0,0
47105,0.0,1,1,1.0,1.0,1,1,1,1,1,0
14338,0.0,1,1,1.0,1.0,1,1,1,1,0,0
47111,1.0,1,1,1.0,1.0,1,1,1,1,0,0
53327,0.0,4,1,4.0,4.0,1,1,4,4,0,0
47122,0.6666666666666666,3,2,1.5,3.0,1,1,2,3,1,0
47123,0.5,2,2,1.0,1.0,2,2,1,1,0,0
14357,0.3333333333333333,6,4,1.5,1.5,2,4,2,2,1,0
47128,0.0,2,2,1.0,1.0,2,2,1,1,0,0
47131,0.0,1,1,1.0,1.0,1,1,1,1,0,0
14365,1.0,3,1,3.0,3.0,1,1,3,3,0,0
30753,0.25,4,3,1.3333333333333333,1.3333333333333333,1,3,2,2,4,0
14370,0.5,8,5,1.6,2.0,2,4,3,4,3,0
45190,1.0,2,1,2.0,2.0,1,1,2,2,0,0
47140,0.8181818181818182,11,3,3.6666666666666665,3.6666666666666665,2,3,6,8,3,0
30757,0.16666666666666666,6,4,1.5,2.0,2,3,3,4,0,1
202790,0.0,14,4,3.5,7.0,2,2,8,11,2,0
14379,0.0,4,3,1.3333333333333333,2.0,1,2,2,2,0,0
161836,0.5,2,2,1.0,1.0,2,2,1,1,0,0
161837,0.0,6,1,6.0,6.0,1,1,6,6,4,0
14381,0.0,2,1,2.0,2.0,1,1,2,2,0,0
14383,0.25,4,4,1.0,1.3333333333333333,2,3,1,2,2,0
30769,0.0,10,5,2.0,3.3333333333333335,2,3,4,6,5,0
14388,0.0,6,2,3.0,2.0,2,3,4,3,2,0
14389,0.5,6,2,3.0,2.0,2,3,3,3,1,0
30773,0.0,1,1,1.0,1.0,1,1,1,1,0,0
53335,1.0,1,1,1.0,1.0,1,1,1,1,0,0
30780,0.6666666666666666,3,2,1.5,1.5,2,2,2,2,0,0
30783,0.0,2,2,1.0,1.0,2,2,1,1,0,0
14401,0.0,4,2,2.0,2.0,2,2,2,2,0,0
47169,0.0,2,1,2.0,2.0,1,1,2,2,0,0
30788,0.25,4,2,2.0,2.0,2,2,3,3,0,0
30792,0.3333333333333333,3,2,1.5,1.5,1,2,2,2,0,0
47177,0.0,1,1,1.0,1.0,1,1,1,1,0,0
47181,1.0,3,1,3.0,3.0,1,1,3,3,0,0
14415,0.5555555555555556,9,4,2.25,4.5,1,2,5,8,2,0
14421,0.4,5,4,1.25,1.25,2,4,2,2,0,0
47190,0.15,20,12,1.6666666666666667,2.857142857142857,2,7,4,7,6,0
30809,1.0,9,2,4.5,4.5,2,2,5,5,2,0
47194,0.0,2,2,1.0,1.0,1,2,1,1,0,0
30811,0.0,2,1,2.0,2.0,1,1,2,2,0,0
53342,0.0,4,4,1.0,1.0,1,4,1,1,0,0
47197,0.0,5,1,5.0,5.0,1,1,5,5,0,0
30814,0.0,2,1,2.0,2.0,1,1,2,2,2,0
14430,1.0,2,1,2.0,2.0,1,1,2,2,0,0
30816,0.0,5,3,1.6666666666666667,2.5,2,2,3,3,1,0
88171,0.5,8,4,2.0,2.0,2,4,2,2,0,0
39020,0.0,4,3,1.3333333333333333,2.0,2,2,2,3,2,0
47211,0.0,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
47220,0.0,2,1,2.0,2.0,1,1,2,2,0,0
39032,1.0,2,1,2.0,2.0,1,1,2,2,0,0
268409,1.0,8,2,4.0,4.0,1,2,7,7,2,0
30841,0.0,5,2,2.5,5.0,2,1,4,5,3,0
